date,id,diff,result,MAE
2019/2/2,201,-0.01503325914870346,False,0.01503325914870346
2019/2/3,201,-0.018153740930750173,False,0.018153740930750173
2019/2/4,201,-0.029584485660297144,True,0.029584485660297144
2019/2/5,201,-0.03549615550199481,True,0.03549615550199481
2019/2/6,201,-0.031476242239246055,True,0.031476242239246055
2019/2/7,201,-0.013838428196215169,False,0.013838428196215169
2019/2/9,201,-0.004320890073308492,False,0.004320890073308492
2019/2/10,201,-0.025217427786302204,True,0.025217427786302204
2019/2/11,201,-0.023301504700213194,True,0.023301504700213194
2019/2/12,201,0.0010387268362335167,False,0.0010387268362335167
2019/2/13,201,-0.01836670027945486,False,0.01836670027945486
2019/2/14,201,-0.011841924419111693,False,0.011841924419111693
2019/2/15,201,-0.004547569735307122,False,0.004547569735307122
2019/2/16,201,-0.009829968043251425,False,0.009829968043251425
2019/2/17,201,-0.006744203476083621,False,0.006744203476083621
2019/2/18,201,-0.00420240811804673,False,0.00420240811804673
2019/2/19,201,-0.006008651491852923,False,0.006008651491852923
2019/2/20,201,0.0036863753399355437,False,0.0036863753399355437
2019/2/21,201,0.005968211796989031,False,0.005968211796989031
2019/2/22,201,-0.0037077976821271452,False,0.0037077976821271452
2019/2/23,201,0.000771132540451025,False,0.000771132540451025
2019/2/24,201,0.007142660663186029,False,0.007142660663186029
2019/2/25,201,0.0043375008648597335,False,0.0043375008648597335
2019/2/26,201,0.003538057776370951,False,0.003538057776370951
2019/2/27,201,0.006699919435618984,False,0.006699919435618984
2019/2/28,201,0.004460467468288876,False,0.004460467468288876
2019/3/2,201,0.003427945969859736,False,0.003427945969859736
2019/3/3,201,0.009982690695130025,False,0.009982690695130025
2019/3/4,201,0.009728364715942073,False,0.009728364715942073
2019/3/5,201,-0.003906099343042535,False,0.003906099343042535
2019/3/6,201,-0.001376469470701358,False,0.001376469470701358
2019/3/7,201,0.0070586306735561655,False,0.0070586306735561655
2019/3/8,201,0.01123963517893456,False,0.01123963517893456
2019/3/9,201,0.0024273893355479803,False,0.0024273893355479803
2019/3/10,201,0.0054663041197696716,False,0.0054663041197696716
2019/3/11,201,0.0057060548888902,False,0.0057060548888902
2019/3/12,201,0.007618424490852149,False,0.007618424490852149
2019/3/13,201,0.010011331949612234,False,0.010011331949612234
2019/3/14,201,0.010232673692156413,False,0.010232673692156413
2019/3/15,201,-8.859599664412521e-05,False,8.859599664412521e-05
2019/3/16,201,0.012373970601542328,False,0.012373970601542328
2019/3/17,201,0.030872736180929672,True,0.030872736180929672
2019/3/18,201,0.01875990028427732,False,0.01875990028427732
2019/3/19,201,0.02251753975221482,False,0.02251753975221482
2019/3/20,201,0.0157341966301906,False,0.0157341966301906
2019/3/21,201,0.014116898554643487,False,0.014116898554643487
2019/3/22,201,0.005037205547302803,False,0.005037205547302803
2019/3/23,201,0.0173879326164329,False,0.0173879326164329
2019/3/24,201,0.017803903976711055,False,0.017803903976711055
2019/3/25,201,0.00943399963004099,False,0.00943399963004099
2019/3/26,201,0.01852804365331595,False,0.01852804365331595
2019/3/27,201,0.015400683667430415,False,0.015400683667430415
2019/3/28,201,0.022575599015047798,True,0.022575599015047798
2019/3/29,201,0.02599686486143915,True,0.02599686486143915
2019/3/30,201,0.018895371434246577,False,0.018895371434246577
2019/3/31,201,0.013527337211231227,False,0.013527337211231227
2019/4/1,201,0.01575519801565306,False,0.01575519801565306
2019/4/2,201,0.01788532785198349,False,0.01788532785198349
2019/4/3,201,0.015079444611722392,False,0.015079444611722392
2019/4/4,201,0.017068391136824124,False,0.017068391136824124
2019/4/5,201,0.014513553620432829,False,0.014513553620432829
2019/4/6,201,0.008982681287626249,False,0.008982681287626249
2019/4/7,201,0.016784766520279826,False,0.016784766520279826
2019/4/8,201,0.0153350410150066,False,0.0153350410150066
2019/4/9,201,0.009595507030119022,False,0.009595507030119022
2019/4/10,201,0.010191847037884227,False,0.010191847037884227
2019/4/11,201,0.016369631327715184,False,0.016369631327715184
2019/4/12,201,0.01835255381379386,False,0.01835255381379386
2019/4/14,201,0.012348883852694281,False,0.012348883852694281
2019/4/15,201,0.01671052973261411,False,0.01671052973261411
2019/4/16,201,0.01671052973261411,False,0.01671052973261411
2019/4/17,201,0.01671052973261411,False,0.01671052973261411
2019/4/18,201,0.015079434893594312,False,0.015079434893594312
2019/4/19,201,0.015343570869806311,False,0.015343570869806311
2019/4/20,201,0.01802924916314652,False,0.01802924916314652
2019/4/21,201,0.015116143171978513,False,0.015116143171978513
2019/4/22,201,0.012220992996226587,False,0.012220992996226587
2019/4/23,201,0.018220158391250352,False,0.018220158391250352
2019/4/24,201,0.01973897177356132,False,0.01973897177356132
2019/4/25,201,0.017218823508222236,False,0.017218823508222236
2019/4/26,201,0.021861743250074506,False,0.021861743250074506
2019/4/27,201,0.01780350886914983,False,0.01780350886914983
2019/4/28,201,0.013847718281799537,False,0.013847718281799537
2019/4/29,201,0.026836524658471306,True,0.026836524658471306
2019/4/30,201,0.016223504183699333,False,0.016223504183699333
2019/5/1,201,0.012283941777055718,False,0.012283941777055718
2019/5/2,201,0.02105451202745734,False,0.02105451202745734
2019/5/3,201,0.016465859332113864,False,0.016465859332113864
2019/5/4,201,0.016729995308325862,False,0.016729995308325862
2019/5/5,201,0.01588146610312524,False,0.01588146610312524
2019/5/6,201,0.013263201770940092,False,0.013263201770940092
2019/5/7,201,0.014159631275622697,False,0.014159631275622697
2019/5/8,201,0.012387060876953515,False,0.012387060876953515
2019/5/9,201,0.004235516756937452,False,0.004235516756937452
2019/5/10,201,0.00963559655999413,False,0.00963559655999413
2019/5/11,201,0.00665228270131335,False,0.00665228270131335
2019/5/12,201,0.0028323272071624217,False,0.0028323272071624217
2019/5/13,201,0.008142555604553126,False,0.008142555604553126
2019/5/14,201,-3.3511201203983987e-06,False,3.3511201203983987e-06
2019/5/15,201,0.004887554212265832,False,0.004887554212265832
2019/5/16,201,-0.0006790930217903668,False,0.0006790930217903668
2019/5/17,201,0.006273975411409283,False,0.006273975411409283
2019/5/18,201,0.007941685909103269,False,0.007941685909103269
2019/5/19,201,0.010901165285861825,False,0.010901165285861825
2019/5/20,201,0.006615726704574998,False,0.006615726704574998
2019/5/21,201,0.009328094911004392,False,0.009328094911004392
2019/5/22,201,0.0074524377278126774,False,0.0074524377278126774
2019/5/23,201,0.006705089288076338,False,0.006705089288076338
