date,id,diff,result,MAE
2018/12/4,0,-0.0008279581140732128,False,0.0008279581140732128
2018/12/5,0,-0.0014742284818849427,False,0.0014742284818849427
2018/12/6,0,-0.000662224799045763,False,0.000662224799045763
2018/12/7,0,-0.001471311647521345,False,0.001471311647521345
2018/12/8,0,-0.005751401288593083,False,0.005751401288593083
2018/12/9,0,-0.007495791361318949,True,0.007495791361318949
2018/12/10,0,-0.0012742079457390698,False,0.0012742079457390698
2018/12/11,0,-0.0013631320870937103,False,0.0013631320870937103
2018/12/12,0,0.0010268165883320357,False,0.0010268165883320357
2018/12/13,0,-0.002246584118124062,False,0.002246584118124062
2018/12/14,0,-0.00121020103785352,False,0.00121020103785352
2018/12/15,0,-0.0008720983642893643,False,0.0008720983642893643
2018/12/16,0,-0.0017175728692790937,False,0.0017175728692790937
2018/12/17,0,-0.002004533981197598,False,0.002004533981197598
2018/12/18,0,-0.0017624463703771465,False,0.0017624463703771465
2018/12/19,0,-0.0009324063429492213,False,0.0009324063429492213
2018/12/20,0,-0.0023952209671613822,False,0.0023952209671613822
2018/12/21,0,-0.0015280133292630005,False,0.0015280133292630005
2018/12/22,0,-0.0016002930077778643,False,0.0016002930077778643
2018/12/23,0,-0.0017638320028494636,False,0.0017638320028494636
2018/12/24,0,-0.0001793269508514328,False,0.0001793269508514328
2018/12/25,0,-0.0010655441119764575,False,0.0010655441119764575
2018/12/26,0,0.002734998834729163,False,0.002734998834729163
2018/12/27,0,-0.0015645194320600408,False,0.0015645194320600408
2018/12/28,0,-0.0008853154898759152,False,0.0008853154898759152
2018/12/29,0,-0.0019344256284895556,False,0.0019344256284895556
2018/12/30,0,-0.0016211526788820763,False,0.0016211526788820763
2018/12/31,0,-0.001663723360024405,False,0.001663723360024405
2019/1/1,0,-0.0020473186984830694,False,0.0020473186984830694
2019/1/2,0,9.073413739857372e-05,False,9.073413739857372e-05
2019/1/3,0,-0.0030250001523935977,False,0.0030250001523935977
2019/1/4,0,-0.0013920164817305958,False,0.0013920164817305958
2019/1/5,0,-0.001055214935092419,False,0.001055214935092419
2019/1/6,0,-0.0005566175961904118,False,0.0005566175961904118
2019/1/7,0,0.0009485554675021657,False,0.0009485554675021657
2019/1/8,0,-0.0008735037381695232,False,0.0008735037381695232
2019/1/9,0,-0.002412295662615138,False,0.002412295662615138
2019/1/10,0,-0.0004991470487387684,False,0.0004991470487387684
2019/1/11,0,-0.0011956331530156294,False,0.0011956331530156294
2019/1/12,0,-0.001416085199298145,False,0.001416085199298145
2019/1/13,0,-7.20012263504266e-05,False,7.20012263504266e-05
2019/1/14,0,-0.003143845689643543,False,0.003143845689643543
2019/1/15,0,-0.0013989347023004584,False,0.0013989347023004584
2019/1/16,0,-0.0038419019580567815,False,0.0038419019580567815
2019/1/17,0,-0.0019709763142921055,False,0.0019709763142921055
2019/1/18,0,0.0638939249819539,True,0.0638939249819539
2019/1/19,0,-0.024340795182308694,True,0.024340795182308694
2019/1/20,0,0.0006094622208904221,False,0.0006094622208904221
2019/1/21,0,-0.0036257561008760097,False,0.0036257561008760097
2019/1/22,0,-0.0013513578328254727,False,0.0013513578328254727
2019/1/23,0,-0.0019121788331859513,False,0.0019121788331859513
2019/1/24,0,-0.0017479702021299115,False,0.0017479702021299115
2019/1/25,0,-0.0016567132055993472,False,0.0016567132055993472
2019/1/26,0,-0.0012350649646530876,False,0.0012350649646530876
2019/1/27,0,-0.0013551515036572814,False,0.0013551515036572814
2019/1/28,0,-0.0034151387418536183,False,0.0034151387418536183
2019/1/29,0,-0.005729241551786113,False,0.005729241551786113
2019/1/30,0,-0.0010545008074178686,False,0.0010545008074178686
2019/1/31,0,-0.0015425371176032154,False,0.0015425371176032154
2019/2/1,0,-0.0038206493605039693,False,0.0038206493605039693
2019/2/2,0,-0.00681670294023573,False,0.00681670294023573
2019/2/3,0,-0.004626679402867873,False,0.004626679402867873
2019/2/4,0,-0.008808189788021892,True,0.008808189788021892
2019/2/5,0,-0.003208275163345209,False,0.003208275163345209
2019/2/6,0,-0.0031178904900679427,False,0.0031178904900679427
2019/2/7,0,0.0016708792127595462,False,0.0016708792127595462
2019/2/9,0,-0.0013032595346962328,False,0.0013032595346962328
2019/2/10,0,-0.0027504559968688502,False,0.0027504559968688502
2019/2/11,0,-0.0009755656732113316,False,0.0009755656732113316
2019/2/12,0,0.003043466192778732,False,0.003043466192778732
2019/2/13,0,-0.0023950458635475513,False,0.0023950458635475513
2019/2/14,0,-0.001756235924614158,False,0.001756235924614158
2019/2/15,0,-5.5710983732470964e-05,False,5.5710983732470964e-05
2019/2/16,0,-0.0009616450727949477,False,0.0009616450727949477
2019/2/17,0,-0.0012141211026754917,False,0.0012141211026754917
2019/2/18,0,-0.0012170078604301082,False,0.0012170078604301082
2019/2/19,0,0.001338704922598244,False,0.001338704922598244
2019/2/20,0,-0.0030822596869619634,False,0.0030822596869619634
2019/2/21,0,0.0014979367702874224,False,0.0014979367702874224
2019/2/22,0,0.0017062923833491839,False,0.0017062923833491839
2019/2/23,0,-0.001334886480441555,False,0.001334886480441555
2019/2/24,0,2.4279621515521654e-05,False,2.4279621515521654e-05
2019/2/25,0,-0.0017676077962365255,False,0.0017676077962365255
2019/2/26,0,-0.0018309837260932493,False,0.0018309837260932493
2019/2/27,0,-0.0013311335995844775,False,0.0013311335995844775
2019/2/28,0,-0.002155185749900257,False,0.002155185749900257
2019/3/2,0,0.000473699048089693,False,0.000473699048089693
2019/3/3,0,-0.00258792024801624,False,0.00258792024801624
2019/3/4,0,-0.0016879772862217202,False,0.0016879772862217202
2019/3/5,0,-0.0038792801625135986,False,0.0038792801625135986
2019/3/6,0,-0.002311694268419262,False,0.002311694268419262
2019/3/7,0,-0.0015187819695441362,False,0.0015187819695441362
2019/3/8,0,-0.0011488147029183882,False,0.0011488147029183882
2019/3/9,0,-0.0010445877225728761,False,0.0010445877225728761
2019/3/10,0,-0.0004389476111339441,False,0.0004389476111339441
2019/3/11,0,-0.0021790167762284485,False,0.0021790167762284485
